,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,NA,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,NA,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Store w/ Dwelling,107,99,108,97,114,118,99,113,128,106,92,121,102,111,125,108,117,106,102,103,102,104,127,95,103,109,111,102,119,120,143,112,117,101,109,119,109,120,126,113,112,106,96,113,116,121,104,112,118,103,,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,-0.47,-1.23,-0.17,-1.37,0.26,0.8,-1.15,0.19,1.73,-0.61,-1.8,0.84,-0.77,0.19,1.33,-0.28,0.73,-0.44,-0.76,-0.85,-0.98,-0.6,1.67,-1.61,-0.83,-0.27,-0.04,-0.77,0.82,0.86,3.3,0.14,0.58,-0.96,-0.31,0.9,-0.33,1.03,1.7,0.15,0.12,-0.37,-1.44,0.35,0.44,0.89,-0.6,0.17,0.66,-0.83
Commercial,89,75,58,78,88,84,76,93,95,89,72,62,89,86,74,98,69,102,87,83,69,77,87,80,86,79,91,74,84,88,82,70,83,85,75,82,80,74,70,70,73,84,70,83,73,92,79,75,92,87,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.92,-0.64,-2.46,-0.28,0.84,0.23,-0.6,1.36,1.62,0.88,-0.99,-2.05,0.78,0.66,-0.81,1.97,-1.22,2.13,0.71,0.19,-1.27,-0.35,0.68,-0.1,0.53,-0.17,1.09,-0.72,0.38,0.84,0.02,-1.25,0.27,0.52,-0.64,0.09,-0.09,-0.83,-1.09,-1.24,-0.77,0.42,-1.29,0.27,-0.89,1.23,-0.13,-0.62,1.2,0.64
Industrial,31,34,33,38,32,32,37,42,37,37,34,35,32,27,44,30,38,46,34,34,33,36,34,34,29,31,44,25,33,31,24,29,30,35,41,34,34,23,31,36,30,25,33,29,38,26,45,28,33,39,,0,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0.01,,-0.47,0.15,-0.16,0.75,-0.26,-0.27,0.61,1.54,0.58,0.6,0.14,0.26,-0.33,-1.21,1.97,-0.69,0.84,2.22,0.12,-0.02,-0.05,0.55,0.03,0.07,-0.81,-0.47,2.05,-1.65,-0.18,-0.45,-1.78,-0.89,-0.71,0.2,1.34,0.14,0.07,-2.01,-0.45,0.46,-0.69,-1.61,-0.19,-0.83,0.72,-1.38,2.27,-1.09,-0.11,1.09
Vacant Land,242,227,240,210,221,235,231,232,274,261,232,233,251,220,187,225,206,223,229,233,237,222,212,220,226,247,216,227,216,220,238,218,237,254,226,258,238,221,221,238,232,232,237,237,229,236,232,198,248,237,,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04,,0.51,-0.16,0.54,-1.29,-0.49,0.31,0.02,0.05,2.87,1.94,0.15,0.22,1.44,-0.85,-2.92,-0.29,-1.47,-0.49,-0.15,0.16,0.25,-0.39,-1.31,-0.53,-0.16,0.83,-0.87,-0.3,-0.9,-0.55,0.5,-0.82,0.37,1.58,-0.31,1.83,0.54,-0.51,-0.78,0.34,0.16,0.21,0.41,0.36,-0.1,0.19,0.26,-2.21,1.29,0.55
ZONING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,1,0,1,1,1,0,2,1,0,0,0,0,0,3,1,1,1,2,2,0,0,4,1,0,2,1,1,1,0,2,1,1,0,0,4,1,1,1,1,2,1,0,1,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.08,-0.95,0.08,-0.95,0.07,0.07,0.09,-0.95,1.14,0.09,-0.95,-0.95,-0.95,-0.95,-0.95,2.13,0.09,0.09,0.09,1.13,1.12,-0.95,-0.95,3.14,0.07,-0.95,1.14,0.09,0.09,0.09,-0.95,1.12,0.08,0.07,-0.95,-0.95,3.23,0.09,0.09,0.09,0.08,1.12,0.08,-0.95,0.07,0.07,-0.95,-0.95,-0.95,0.09
CA1,10,11,7,11,6,7,5,15,9,19,2,5,15,10,9,11,8,13,6,13,10,11,9,6,10,11,9,9,11,4,5,6,7,11,7,11,6,9,8,10,12,11,6,8,9,11,5,7,4,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.4,0.66,-0.56,0.64,-0.89,-0.59,-1.2,1.92,0.09,3.16,-2.15,-1.22,1.98,0.33,0.06,0.66,-0.24,1.29,-0.87,1.28,0.4,0.66,0.07,-0.92,0.37,0.66,0.07,0.04,0.73,-1.53,-1.19,-0.91,-0.56,0.64,-0.57,0.66,-0.88,0.04,-0.23,0.34,1.04,0.66,-0.88,-0.3,0.06,0.66,-1.2,-0.59,-1.51,-0.6
CA2,4,3,7,4,5,6,9,8,4,3,4,3,9,6,3,6,2,8,5,2,3,2,6,1,4,3,2,5,4,6,6,4,4,5,3,5,5,4,3,2,4,4,2,3,4,4,4,3,4,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.22,-0.73,1.32,-0.19,0.32,0.88,2.43,1.88,-0.18,-0.72,-0.22,-0.73,2.35,0.85,-0.72,0.88,-1.23,1.88,0.34,-1.24,-0.73,-1.24,0.81,-1.76,-0.2,-0.7,-1.23,0.32,-0.18,0.84,0.81,-0.21,-0.22,0.33,-0.72,0.35,0.34,-0.2,-0.71,-1.24,-0.22,-0.21,-1.25,-0.71,-0.2,-0.18,-0.18,-0.72,-0.18,2.4
CMX1,33,44,37,32,42,36,39,35,45,42,26,35,34,43,42,34,31,40,42,36,35,47,44,31,35,30,40,38,40,38,38,42,27,34,33,38,36,40,45,28,39,39,40,35,45,28,38,26,42,55,,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,,-0.74,1.13,-0.05,-0.99,0.87,-0.22,0.25,-0.38,1.22,0.67,-1.96,-0.43,-0.57,0.9,0.87,-0.57,-1.13,0.49,0.71,-0.35,-0.39,1.65,1.16,-1.16,-0.35,-1.26,0.43,0.14,0.37,-0.01,0.13,0.78,-1.79,-0.65,-0.7,0.12,-0.26,0.49,1.22,-1.71,0.3,0.26,0.47,-0.47,1.4,-1.61,0.08,-1.95,0.71,2.88
CMX2,239,204,222,204,243,230,213,234,243,201,227,214,223,190,212,214,195,207,229,218,200,204,232,217,223,201,224,194,218,235,233,206,228,214,223,213,238,219,210,215,222,199,209,220,191,231,224,200,238,214,,0.04,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,,1.51,-1.08,0.42,-0.96,1.68,1.03,-0.22,1.31,1.81,-1.16,0.66,-0.38,0.49,-1.94,-0.48,-0.11,-1.5,-0.6,0.83,0.04,-1.23,-1.08,1.12,-0.05,0.29,-1.03,0.55,-1.52,0.05,1.23,1.09,-0.94,0.84,-0.26,0.29,-0.18,1.54,0.25,-0.51,-0.17,0.31,-1.43,-0.5,0.16,-1.95,1.1,0.55,-1.1,1.46,-0.24
CMX3,39,39,35,40,41,47,33,30,46,38,41,41,43,40,32,32,41,42,37,44,37,38,41,24,33,49,50,36,27,35,50,38,38,33,36,41,37,34,42,41,33,53,48,44,37,39,36,46,49,34,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,-0.12,-0.08,-0.75,0.19,0.34,1.38,-1,-1.52,1.14,-0.21,0.21,0.25,0.56,0.19,-1.16,-1.12,0.33,0.45,-0.35,0.77,-0.44,-0.24,0.23,-2.47,-0.99,1.72,1.82,-0.53,-2,-0.71,1.67,-0.24,-0.26,-0.97,-0.49,0.38,-0.33,-0.86,0.48,0.28,-1.09,2.21,1.38,0.86,-0.33,0.05,-0.5,1.11,1.64,-0.87
CMX4,38,30,37,44,22,42,28,37,36,26,27,35,37,36,31,29,43,27,36,29,46,44,22,27,37,32,42,28,34,43,36,30,28,41,35,33,33,41,44,28,40,36,27,37,43,43,37,41,31,30,,0.01,0,0.01,0.01,0,0.01,0,0.01,0.01,0,0,0.01,0.01,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,,0.43,-0.75,0.32,1.51,-2.05,1.24,-1.11,0.42,0.15,-1.36,-1.29,0.05,0.32,0.24,-0.63,-0.85,1.25,-1.19,0.15,-0.88,1.68,1.47,-2.05,-1.2,0.32,-0.37,1.09,-1.03,-0.16,1.35,0.12,-0.75,-1.1,1.03,0,-0.21,-0.32,1.06,1.41,-1.04,0.74,0.2,-1.26,0.4,1.26,1.4,0.3,1.06,-0.63,-0.72
CMX5,35,29,22,31,32,24,28,24,40,27,20,26,31,34,30,36,21,25,28,32,28,23,38,36,28,25,37,40,31,33,18,26,32,32,21,31,27,25,32,32,35,25,37,25,33,41,29,29,26,26,,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0,0,,1.01,-0.1,-1.32,0.3,0.45,-0.97,-0.28,-1.04,1.86,-0.51,-1.72,-0.64,0.33,0.85,0.09,1.22,-1.55,-0.86,-0.3,0.39,-0.26,-1.18,1.61,1.22,-0.28,-0.79,1.35,1.83,0.24,0.57,-2.08,-0.64,0.51,0.49,-1.54,0.31,-0.46,-0.86,0.42,0.39,1.01,-0.82,1.43,-0.79,0.63,2.13,-0.1,-0.14,-0.66,-0.69
I1,11,9,7,7,9,11,6,5,7,8,5,8,8,9,5,4,8,7,12,1,10,9,8,8,4,4,8,2,4,5,5,5,5,6,10,4,2,3,5,4,12,5,8,3,8,6,5,7,7,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.7,1.01,0.23,0.21,1,1.69,-0.2,-0.54,0.21,0.61,-0.56,0.63,0.61,0.97,-0.53,-0.94,0.54,0.23,2.11,-2.06,1.32,1.01,0.61,0.59,-0.91,-0.94,0.54,-1.68,-0.93,-0.54,-0.56,-0.52,-0.54,-0.17,1.38,-0.94,-1.7,-1.3,-0.55,-0.92,2.08,-0.52,0.61,-1.31,0.62,-0.19,-0.58,0.23,0.21,-1.3
I2,60,64,63,61,64,48,46,53,64,59,47,62,45,50,50,57,58,72,64,50,54,47,50,54,53,52,56,50,50,58,49,47,59,67,63,56,59,56,59,56,55,51,56,48,55,48,55,45,47,59,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.75,1.32,1.32,0.97,1.48,-1.1,-1.42,-0.33,1.29,0.66,-1.27,1.01,-1.51,-0.75,-0.72,0.3,0.45,2.63,1.29,-0.74,-0.18,-1.31,-0.72,-0.12,-0.25,-0.47,0.14,-0.8,-0.87,0.51,-0.96,-1.31,0.69,1.91,1.32,0.15,0.61,0.14,0.52,0.19,-0.02,-0.69,0.22,-1.06,0.06,-1.1,-0.02,-1.57,-1.33,0.66
I3,2,4,4,3,1,2,2,4,7,2,2,2,5,1,2,2,2,0,3,6,2,2,3,3,1,2,11,4,5,1,1,1,0,7,2,2,2,3,1,2,5,2,1,4,3,3,2,2,4,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.41,0.61,0.62,0.1,-0.92,-0.41,-0.42,0.57,2.1,-0.42,-0.41,-0.41,1.14,-0.92,-0.42,-0.41,-0.42,-1.43,0.08,1.58,-0.41,-0.41,0.11,0.1,-0.92,-0.41,4.14,0.57,1.09,-0.93,-0.92,-0.92,-1.43,2.14,-0.42,-0.41,-0.42,0.07,-0.93,-0.42,1.13,-0.41,-0.92,0.61,0.09,0.1,-0.42,-0.43,0.58,0.58
ICMX,14,12,11,9,8,8,14,15,19,20,21,9,13,11,15,14,6,15,13,12,16,17,18,15,13,14,10,22,11,12,16,18,10,18,14,14,22,9,12,13,20,15,15,22,23,10,23,14,12,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.07,-0.58,-0.76,-1.28,-1.48,-1.52,-0.07,0.1,1.1,1.3,1.6,-1.28,-0.28,-0.82,0.18,-0.11,-1.96,0.1,-0.32,-0.58,0.41,0.59,0.91,0.12,-0.29,-0.11,-1.02,1.72,-0.79,-0.58,0.41,0.83,-1,0.82,-0.05,-0.11,1.83,-1.3,-0.56,-0.34,1.36,0.12,0.19,1.75,2.09,-1.05,2.07,-0.13,-0.56,-0.58
IP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.14,-0.14,-0.14,6.93,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14
IRMX,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,2,0,1,0,0,3,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,0.82,-0.6,0.81,-0.6,-0.6,0.83,-0.6,0.81,0.84,-0.6,0.82,-0.6,-0.6,-0.6,0.83,2.25,-0.6,0.81,-0.6,-0.6,3.67,-0.6,-0.6,-0.6,-0.6,0.83,-0.6,2.23,0.84,0.83,-0.6,-0.6,-0.6,0.8,-0.6,-0.6,-0.6,-0.6,2.28,-0.6
RM1,1708,1646,1728,1745,1655,1721,1682,1730,1683,1759,1669,1731,1723,1697,1701,1719,1710,1687,1733,1631,1711,1699,1671,1746,1682,1699,1694,1709,1684,1675,1625,1676,1713,1708,1621,1706,1669,1740,1673,1708,1665,1694,1703,1727,1672,1665,1734,1680,1685,1714,,0.26,0.25,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.27,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.25,0.26,0.26,0.25,0.26,0.25,0.25,0.26,0.26,0.25,0.26,0.25,0.26,0.26,0.26,0.24,0.26,0.25,0.26,0.25,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.26,0.25,0.25,0.26,,0.62,-1.17,0.97,1.46,-1.38,0.21,-0.19,0.93,-0.83,2.38,-0.61,1.51,0.82,-0.04,0.06,0.14,0.7,-0.41,0.72,-1.66,0.71,0.5,-0.81,1.49,-0.54,-0.47,0.19,0.27,-0.8,-0.27,-1.99,-0.22,0.5,0.3,-2.44,-0.26,-0.59,1.24,-1.14,0.77,-0.74,0.35,0.19,0.89,-0.85,-1.53,1.45,-0.63,-0.77,0.96
RM2,71,53,66,49,77,55,76,72,40,55,60,52,56,80,74,65,66,51,55,63,73,57,58,66,71,52,67,52,60,74,48,73,44,66,56,66,59,66,80,72,64,56,66,57,56,59,80,67,66,68,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.9,-1.02,0.36,-1.44,1.39,-0.84,1.31,1.04,-2.34,-0.73,-0.25,-1.12,-0.68,1.78,1.08,0.19,0.28,-1.17,-0.77,0.11,1.11,-0.6,-0.47,0.33,0.77,-1.15,0.38,-1.07,-0.24,1.27,-1.51,1.07,-1.94,0.33,-0.77,0.3,-0.44,0.4,1.85,1.06,0.17,-0.7,0.36,-0.61,-0.77,-0.43,1.72,0.51,0.38,0.64
RM3,26,23,9,12,18,9,12,18,16,14,10,13,16,13,16,15,20,19,11,19,18,23,15,18,13,28,19,17,13,15,15,16,14,15,18,18,21,11,16,18,15,14,19,7,19,20,22,22,18,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.16,1.58,-1.68,-0.96,0.33,-1.66,-0.99,0.42,-0.09,-0.48,-1.45,-0.72,-0.09,-0.73,-0.12,-0.29,0.82,0.65,-1.22,0.67,0.35,1.58,-0.32,0.42,-0.79,2.68,0.59,0.19,-0.77,-0.25,-0.32,-0.03,-0.55,-0.27,0.33,0.4,1.04,-1.19,-0.09,0.44,-0.32,-0.49,0.58,-2.11,0.56,0.85,1.27,1.34,0.36,-1.63
RM4,32,35,46,49,38,44,44,37,45,39,53,40,36,55,48,43,32,39,46,48,46,33,45,46,39,41,36,49,46,35,53,42,47,44,44,45,37,58,38,51,41,50,41,53,40,26,34,43,52,41,,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,,-1.64,-1.23,0.43,0.84,-0.72,0.16,0.24,-0.85,0.32,-0.55,1.51,-0.49,-1.07,1.73,0.79,0.01,-1.59,-0.55,0.47,0.82,0.46,-1.53,0.28,0.39,-0.57,-0.29,-0.98,0.97,0.47,-1.15,1.51,-0.19,0.58,0.1,0.19,0.31,-0.83,2.33,-0.73,1.27,-0.29,1,-0.32,1.44,-0.42,-2.54,-1.28,0.06,1.37,-0.24
RMX1,3,3,1,5,2,3,5,1,4,2,2,0,7,4,1,0,3,5,6,2,3,1,1,3,2,5,5,5,4,3,3,3,1,3,2,5,4,3,3,5,4,2,4,3,4,2,7,5,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.1,-0.06,-1.24,1.11,-0.67,-0.05,1.12,-1.25,0.53,-0.67,-0.68,-1.83,2.27,0.53,-1.25,-1.83,-0.06,1.1,1.72,-0.67,-0.1,-1.24,-1.24,-0.06,-0.67,1.14,1.12,1.1,0.53,-0.09,-0.1,-0.06,-1.24,-0.06,-0.67,1.14,0.53,-0.07,-0.06,1.07,0.48,-0.65,0.52,-0.06,0.5,-0.64,2.29,1.1,-1.24,-1.25
