,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,NA,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,NA,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
RMX2,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.37,1.7,-0.37,-0.37,-0.37,-0.37,-0.37,1.71,-0.37,-0.37,-0.37,1.7,3.73,-0.37,-0.37,-0.37,3.81,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,1.71,-0.37,-0.37,-0.37,-0.37,1.72,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37
RMX3,11,19,14,21,21,26,17,18,21,13,19,21,16,17,27,21,19,9,17,20,15,17,15,14,16,19,12,13,22,14,25,15,17,18,18,20,20,20,16,18,12,14,8,18,20,17,21,13,17,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1.61,0.35,-0.88,0.87,0.96,2.22,-0.04,0.18,0.91,-1.09,0.4,0.85,-0.37,-0.13,2.49,0.95,0.47,-2.1,-0.1,0.68,-0.61,-0.15,-0.62,-0.88,-0.31,0.44,-1.32,-1.09,1.16,-0.84,1.91,-0.65,-0.12,0.12,0.2,0.69,0.73,0.69,-0.35,0.17,-1.36,-0.9,-2.38,0.12,0.71,-0.07,0.98,-1.09,-0.1,-0.08
RSA1,18,22,17,26,12,14,15,15,21,17,13,20,16,18,21,20,19,12,16,19,13,22,26,21,18,18,21,15,22,22,22,14,27,18,21,13,17,16,19,21,13,17,17,16,20,16,17,15,6,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.07,0.98,-0.2,2.02,-1.45,-0.99,-0.67,-0.75,0.86,-0.24,-1.2,0.48,-0.46,0.01,0.84,0.52,0.36,-1.5,-0.42,0.26,-1.2,0.98,2.08,0.77,0.07,0.01,0.87,-0.75,1.11,1.01,1.09,-1.02,2.33,0.01,0.84,-1.24,-0.15,-0.5,0.35,0.76,-1.2,-0.27,-0.2,-0.49,0.58,-0.49,-0.15,-0.75,-2.98,0.01
RSA2,194,205,184,189,174,202,209,194,184,164,207,204,201,182,169,184,235,194,206,188,191,184,210,177,206,212,190,183,199,172,176,206,220,172,196,190,175,174,196,202,195,218,204,183,205,230,181,216,190,182,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,-0.13,0.73,-0.64,-0.19,-1.2,0.5,1.03,-0.02,-0.74,-1.95,0.68,0.67,0.43,-0.64,-1.52,-0.63,2.68,-0.02,0.63,-0.45,-0.32,-0.6,1,-0.96,0.84,1.13,-0.18,-0.72,0.2,-1.45,-1.26,0.79,1.63,-1.28,0.2,-0.26,-1.13,-1.28,0.01,0.43,-0.07,1.55,0.62,-0.58,0.77,2.27,-0.75,1.36,-0.37,-0.82
RSA3,863,872,944,873,940,885,903,862,848,885,892,885,868,894,865,883,894,857,886,931,877,936,901,924,884,911,827,892,910,882,943,896,860,976,906,927,933,847,892,942,942,910,940,882,949,861,902,905,866,919,,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.14,,-0.9,-0.95,1.7,-0.59,1.2,-0.16,-0.1,-1.45,-1.3,-0.36,-0.04,-0.57,-0.56,0.03,-1,-0.22,-0.36,-1.59,-0.18,0.98,-0.49,0.92,0.42,0.91,-0.44,0.61,-2.31,-0.58,0.53,-0.45,1.46,-0.25,-0.79,2.45,0.2,1.08,0.77,-1.88,0,1.31,1.43,0.16,1.58,-0.32,1.46,-0.87,-0.13,-0.21,-0.77,0.63
RSA4,203,204,207,216,182,206,212,207,221,178,188,215,191,224,200,218,191,185,188,200,228,188,208,183,190,190,213,230,195,212,222,192,229,195,215,203,184,214,223,195,224,211,207,178,221,228,185,209,196,197,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,0,-0.03,0.09,0.9,-1.4,0.24,0.52,0.18,1.09,-1.85,-1,0.69,-0.96,1.43,-0.21,1.04,-0.87,-1.27,-1.08,-0.41,1.66,-1.09,0.15,-1.3,-0.87,-0.83,0.59,1.7,-0.62,0.38,1.26,-0.83,1.53,-0.5,0.79,0.04,-1.33,0.64,1.23,-0.73,1.39,0.43,0.09,-1.63,1.19,1.7,-1.26,0.31,-0.55,-0.6
RSA5,2753,2741,2738,2663,2748,2807,2826,2699,2757,2759,2755,2662,2725,2776,2744,2620,2792,2832,2784,2769,2747,2687,2744,2680,2722,2777,2769,2686,2716,2711,2660,2693,2701,2729,2732,2692,2806,2761,2713,2746,2720,2694,2693,2697,2731,2716,2729,2733,2736,2635,,0.41,0.42,0.42,0.41,0.42,0.42,0.43,0.41,0.41,0.41,0.41,0.41,0.41,0.42,0.42,0.4,0.42,0.43,0.41,0.42,0.41,0.41,0.42,0.41,0.41,0.42,0.42,0.4,0.4,0.41,0.4,0.41,0.41,0.42,0.41,0.41,0.42,0.42,0.4,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.4,,-0.08,0.74,0.5,-0.73,0.65,1.56,2.18,-0.81,-0.2,0.19,-0.04,-0.95,0.23,1.69,0.56,-2.39,1.46,2,0.36,0.4,-0.2,-0.42,0.63,-0.36,0.09,0.92,0.98,-1.08,-1.06,-0.81,-2.03,-0.29,-0.28,0.68,0.31,-0.87,1.76,0.5,-1.12,-0.08,-0.77,-0.27,-0.45,0,0.28,-0.37,0.13,-0.09,-0.64,-2.41
RSD1,27,43,41,39,31,31,38,51,46,33,29,35,29,29,33,45,40,41,36,38,44,40,45,32,33,40,34,35,29,31,44,28,33,33,33,29,31,26,39,29,43,42,42,30,32,35,37,34,42,30,,0,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,0.01,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,,-1.5,1.26,0.83,0.63,-0.85,-0.75,0.32,2.61,1.61,-0.46,-1.17,-0.09,-1.17,-1.07,-0.51,1.63,0.66,0.92,-0.05,0.38,1.33,0.76,1.5,-0.56,-0.51,0.78,-0.34,-0.09,-1.21,-0.79,1.33,-1.27,-0.5,-0.39,-0.51,-1.09,-0.84,-1.61,0.45,-1.13,1.17,1.09,1,-0.9,-0.68,-0.07,0.16,-0.26,0.95,-0.96
RSD2,19,14,12,12,16,8,12,6,8,9,20,19,12,13,18,21,13,11,25,16,17,13,14,21,9,14,14,16,9,15,13,13,15,10,13,12,14,19,9,18,19,11,9,12,15,9,14,17,16,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.32,0.04,-0.48,-0.46,0.51,-1.5,-0.5,-2,-1.47,-1.23,1.57,1.3,-0.48,-0.21,1.01,1.72,-0.25,-0.76,2.79,0.52,0.81,-0.21,0.02,1.8,-1.23,-0.01,0,0.48,-1.22,0.27,-0.2,-0.21,0.27,-0.96,-0.24,-0.51,0,1.22,-1.22,1.02,1.32,-0.71,-1.23,-0.46,0.26,-1.25,0,0.72,0.53,-0.48
RSD3,159,178,170,174,182,180,201,184,191,192,177,171,189,156,166,226,180,184,196,173,161,175,228,173,207,186,216,181,194,170,182,193,168,177,205,179,188,206,202,161,184,188,183,176,171,188,195,198,162,196,,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,,-1.52,-0.42,-0.81,-0.75,-0.33,-0.21,1.02,0.02,0.31,0.61,-0.4,-0.85,0.37,-1.85,-1.3,2.64,-0.27,0.02,0.62,-0.58,-1.39,-0.6,2.79,-0.81,1.18,0.16,1.94,-0.16,0.5,-0.76,-0.09,0.51,-0.93,-0.57,1.06,-0.27,0.22,1.38,0.98,-1.32,0.03,0.2,0,-0.63,-1,0.29,0.65,0.89,-1.46,0.86
RTA1,52,48,63,64,44,57,40,58,68,52,42,72,41,44,56,67,53,59,53,52,50,63,50,62,38,65,60,50,53,51,49,52,62,56,75,47,48,65,41,56,45,48,50,56,48,45,55,55,53,58,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,-0.17,-0.66,1.14,1.2,-1.17,0.36,-1.69,0.53,1.66,-0.26,-1.36,2.19,-1.48,-1.16,0.25,1.55,-0.16,0.65,-0.11,-0.26,-0.41,1.12,-0.41,0.96,-1.88,1.31,0.66,-0.42,-0.11,-0.38,-0.53,-0.19,1.03,0.25,2.49,-0.82,-0.75,1.36,-1.53,0.21,-1,-0.66,-0.41,0.25,-0.7,-1.05,0.07,0.17,-0.11,0.44
SP-AIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-ENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,6.93,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14
SPIN,1,0,0,2,1,1,1,0,2,3,1,0,0,3,1,1,1,0,0,1,1,0,1,3,0,1,1,0,0,1,0,0,0,2,1,1,1,1,2,0,0,0,2,0,1,0,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.2,-1,-1,1.37,0.18,0.2,0.19,-1,1.4,2.57,0.2,-1,-1,2.55,0.18,0.2,0.19,-1,-1,0.19,0.2,-1,0.18,2.55,-1,0.2,0.19,-1,-1,0.19,-1,-1,-1,1.37,0.18,0.2,0.19,0.2,1.4,-1,-1,-1,1.36,-1,0.18,-1,0.19,0.2,0.2,0.19
SPPO,4,6,5,2,3,0,5,3,2,2,5,3,3,4,4,1,1,3,1,0,1,6,5,3,1,4,3,4,2,3,2,6,2,2,6,3,4,0,1,2,6,9,2,3,3,2,2,3,2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.51,1.57,1.1,-0.57,-0.01,-1.67,1.11,-0.01,-0.57,-0.56,1.05,-0.05,-0.01,0.53,0.54,-1.12,-1.11,-0.01,-1.12,-1.67,-1.12,1.57,1.1,-0.02,-1.11,0.51,0,0.54,-0.57,-0.01,-0.58,1.57,-0.56,-0.57,1.64,-0.03,0.56,-1.67,-1.12,-0.56,1.59,3.19,-0.56,-0.02,-0.01,-0.58,-0.55,-0.01,-0.57,-0.01
SP-STA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,6.93,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14
EXTERIOR CONDITION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,254,233,246,217,231,247,244,241,283,272,238,243,265,226,193,237,215,230,237,244,246,236,224,230,231,254,227,236,224,233,253,234,242,262,238,266,250,231,228,249,242,243,244,246,236,250,246,212,259,249,,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,,0.87,-0.45,0.48,-1.43,-0.53,0.48,0.2,0.21,2.49,2.01,-0.18,0.31,1.63,-0.91,-2.96,-0.41,-1.57,-0.64,-0.32,0.08,0.26,-0.3,-1.04,-0.57,-0.85,0.73,-0.79,-0.4,-1.16,-0.39,0.97,-0.46,0.23,1.61,-0.15,1.76,0.45,-0.59,-0.93,0.63,0.31,0.06,0.16,0.52,-0.4,0.71,0.17,-1.69,1.06,0.75
New Constr./Rehab.,141,139,164,157,163,138,136,159,155,132,159,123,144,146,143,152,140,135,166,160,152,137,157,157,179,166,164,155,146,155,141,137,146,134,137,129,147,153,157,152,166,158,156,154,145,151,168,163,106,129,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,,-0.48,-0.81,1.15,0.44,1.14,-0.88,-0.83,0.72,0.45,-1.16,0.79,-1.84,-0.33,-0.24,-0.32,0.06,-0.67,-1.04,1.34,0.83,0.23,-0.79,0.43,0.63,2.19,1.15,0.97,0.36,-0.23,0.45,-0.52,-1.03,-0.32,-1.04,-0.95,-1.52,-0.08,0.39,0.54,0.3,1.38,0.65,0.58,0.24,-0.28,0.04,1.43,1.17,-3.17,-1.5
Above Average,263,249,214,259,257,261,251,241,250,238,253,249,238,277,266,228,235,270,232,244,237,258,245,258,236,279,248,259,251,222,232,262,229,226,234,228,281,242,255,250,255,230,228,216,249,245,248,251,254,239,,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,,0.85,0.16,-2.15,0.85,0.86,0.79,0.2,-0.2,0.09,-0.45,0.21,0.32,-0.65,2.1,1.2,-1.13,-0.61,1.56,-0.83,-0.11,-0.62,0.89,-0.31,0.68,-0.69,2.18,0.13,0.79,0.4,-1.7,-0.84,0.99,-1.19,-1.42,-0.88,-1.17,2.17,-0.18,0.27,0.08,0.61,-1.14,-1.25,-1.82,0.3,-0.14,0.22,0.48,0.46,-0.37
Average,5601,5578,5716,5557,5622,5682,5735,5618,5654,5643,5577,5605,5594,5619,5622,5625,5725,5636,5725,5618,5664,5593,5704,5588,5575,5641,5657,5540,5639,5559,5578,5547,5595,5656,5604,5621,5611,5691,5628,5673,5630,5584,5656,5581,5650,5596,5660,5694,5602,5558,,0.85,0.85,0.86,0.85,0.86,0.86,0.87,0.84,0.85,0.84,0.85,0.86,0.84,0.84,0.86,0.84,0.87,0.84,0.87,0.84,0.86,0.84,0.86,0.85,0.85,0.86,0.86,0.83,0.86,0.83,0.84,0.84,0.85,0.86,0.85,0.85,0.84,0.86,0.85,0.85,0.84,0.84,0.85,0.84,0.86,0.83,0.85,0.86,0.84,0.83,,0.08,0.03,0.99,-0.37,0.92,0.75,2.01,-0.97,0.42,-0.5,-0.37,0.69,-1.01,-0.51,0.69,-0.66,1.77,-0.84,2.2,-0.79,1.45,-0.53,1.19,0.04,-0.28,0.57,0.66,-1.38,1.01,-2.07,-0.84,-1.28,0.25,0.6,-0.26,0.52,-1.22,1.26,0.14,0.09,-0.76,-1.12,0.28,-0.55,0.82,-1.71,-0.27,1.34,-0.95,-1.52
Below Average,235,255,252,275,229,282,244,242,217,228,227,259,240,256,251,247,266,258,264,239,229,262,257,245,252,245,259,270,235,272,229,242,250,273,278,239,276,252,255,248,259,286,249,250,274,248,256,217,231,262,,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,,-0.97,0.32,-0.21,1.28,-1.28,1.73,-0.55,-0.48,-1.96,-1.46,-1.37,0.66,-0.69,0.38,-0.18,-0.25,0.74,0.47,0.97,-0.85,-1.43,0.8,0.22,-0.31,-0.15,-0.23,0.33,1.33,-1,1.28,-1.25,-0.48,-0.01,1.37,1.58,-0.59,1.26,0.01,0.19,-0.07,0.51,2.12,-0.03,-0.27,1.45,-0.18,0.18,-2.22,-1.33,0.62
Vacant,52,34,34,40,44,32,36,34,41,36,36,31,37,42,30,29,40,49,36,37,29,39,46,41,30,37,32,53,32,42,49,40,39,51,31,42,38,44,33,25,45,33,34,22,33,33,34,33,42,46,,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0,0.01,0.01,,2.02,-0.5,-0.51,0.32,0.88,-0.85,-0.24,-0.52,0.54,-0.31,-0.28,-0.94,-0.12,0.61,-1.08,-1.22,0.34,1.74,-0.16,-0.08,-1.23,0.15,1.24,0.45,-1.09,-0.01,-0.85,2.23,-0.77,0.6,1.72,0.29,0.27,1.91,-0.91,0.65,0.07,1,-0.64,-1.83,1.11,-0.68,-0.47,-2.33,-0.68,-0.68,-0.48,-0.66,0.66,1.29
Sealed,84,74,72,83,72,69,77,81,79,73,75,74,77,73,71,74,66,68,76,73,83,63,75,79,71,65,85,54,67,74,60,81,91,92,87,80,79,60,71,80,73,86,73,79,72,61,62,66,81,72,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,1.05,-0.05,-0.3,1.16,-0.26,-0.64,0.41,0.7,0.63,-0.14,0.03,-0.13,0.27,-0.17,-0.39,0.02,-1.15,-0.85,0.26,-0.22,1,-1.34,0.18,0.55,-0.33,-1.04,1.31,-2.44,-0.98,-0.03,-1.82,0.87,2.2,2.1,1.51,0.8,0.5,-1.71,-0.51,0.81,-0.23,1.56,-0.16,0.6,-0.21,-1.58,-1.47,-0.99,0.8,-0.18
